id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
295,7.499098277288536e-10,5.748725220294576e-08,3.402536816572485e-06,1.0252831791313617e-06,1.8948141155483145e-08,3.83283786480831e-06,4.447092708741274e-09,7.440014876516374e-12,2.2699553969101936e-12,4.926479528604944e-08,3.5916817651524445e-09,1.89161353863557e-11,1.0568943742380334e-10,3.836930406147536e-10,4.2528373723244184e-07,1.1116390281878659e-07,1.1048206418328172e-06,1.7268196872713417e-08,2.585065342316299e-06,4.429841720134926e-08,1.1868933020665796e-08,0.0001552531565545242,1.0367802154060357e-06,4.5703095470079496e-09,8.879349155285371e-08,1.12661420165194e-06,2.832725222298878e-06,0.9964986723459627,2.98569937806906e-09,2.633307098690344e-09,2.061605933523846e-09,2.008698799423747e-06,4.407490950494147e-08,5.012569253106023e-09,2.2837683589868276e-05,7.12047075170311e-08,4.343437815223342e-06,2.7591378166012094e-12,7.573890420857036e-08,1.9799238047010856e-06,6.992751972286311e-08,1.7620915386000024e-07,1.2219498975110553e-05,1.5326810671716713e-06,6.230171129591409e-06,4.8028806020432696e-11,1.1333414707123426e-09,2.408998643098991e-10,4.160239656774173e-12,1.8961240324635402e-07,4.799102365121279e-06,9.37806527699034e-06,8.526204809198051e-11,1.255995768877941e-11,4.751720459502053e-08,7.130866769921965e-09,4.5222279274690515e-07,5.0677801077796955e-06,7.25639223858995e-08,6.233784682769466e-07,1.769922599918569e-06,6.238960068384548e-06,0.0001242858734410463,1.358743950759865e-07,1.9945371799379326e-10,1.947589339497716e-09,0.0028165347314389076,4.4497999101016324e-08,2.432128901199145e-07,1.189660293075058e-09,2.1558598477753035e-10,2.831112444959032e-09,6.606934104071897e-05,1.7731732446877716e-07,1.5043019087118883e-10,2.375877015849448e-06,3.0018476932671364e-08,0.00015305113579747707,2.56893503746161e-07,2.2469822474764344e-09,3.318805356774721e-11,4.5545660104896087e-07,2.1790633526685493e-11,5.456973341952106e-06,2.559361609250653e-08,2.040700996837772e-10,1.9813659581956474e-07,1.7638789931941878e-08,6.513429625347664e-06,1.077361108545846e-08,5.607055284013685e-08,6.129795349262823e-08,2.7856288182405837e-09,3.261539339537123e-12,1.9678730538399256e-10,6.636400833366906e-07,1.319437888648158e-06,6.993737285817536e-05,1.0723310197462266e-07
296,8.151179607776748e-11,4.0321099237409455e-10,1.8702362582401097e-12,8.009746533216147e-08,6.492836146575577e-10,7.404936027156088e-08,3.393556123769582e-12,1.6092450528205168e-13,1.0965625682848054e-12,2.35165527141358e-09,1.604056628358127e-08,1.5008953702344816e-14,8.076192415645926e-12,8.844729212880438e-11,8.449303379068343e-09,3.6370421452004614e-10,1.6188721261638075e-06,3.1633713305453823e-13,7.108285952878358e-10,8.569258982911112e-11,2.145271224164963e-09,1.4038375474825757e-09,2.1041589423433086e-08,8.719336130514206e-14,5.353847329720798e-12,8.163383387717957e-11,1.4527547004529872e-06,3.738053974260809e-08,8.356667171349431e-10,1.358784695402503e-13,1.5570721338355572e-14,3.5336636773147117e-06,4.707209049585941e-06,8.531741726273723e-08,7.677166307003721e-11,2.767770809403696e-09,5.279010544918639e-09,5.966574829915435e-18,1.7956966978747109e-09,5.750172041580992e-12,2.5240664752363926e-14,4.2686963198979606e-07,9.669885374589288e-08,1.9629269933373038e-10,5.849613475186247e-08,7.089221791640778e-10,1.1251395812228405e-07,5.705714472295814e-15,1.6656653654988434e-14,3.8743820875132685e-09,4.3088701013048467e-08,0.9999060842775137,1.4584994838385718e-13,1.901687035689965e-09,3.937957525897218e-11,1.4843820477904394e-07,4.341354298965045e-07,1.3875693213299978e-13,1.617236266417672e-12,2.450362156627689e-10,2.1249209098352135e-09,1.7475871569860292e-09,4.111540116816508e-10,8.348503283237271e-10,4.57625713462406e-07,1.1363775178588935e-10,5.312270471861968e-08,2.989699258711409e-15,9.023597916637911e-10,2.0532745544110044e-09,9.252755952425466e-14,6.8188347428258285e-12,1.52967128313888e-07,3.9583870276324114e-14,2.5065056002973983e-08,9.942285193192836e-08,1.6181595174588512e-13,4.73793608950977e-06,1.324035209007232e-06,5.772895512568351e-11,6.067354162708394e-09,4.698049059189246e-13,4.3413228475971995e-15,6.939998871630354e-05,4.569302033655295e-06,6.762344801685923e-13,3.4719899525042514e-14,4.122589489522367e-14,5.211168379377803e-08,3.984930693759971e-14,7.78848449087047e-11,1.5525723260775895e-10,1.687417986579702e-11,3.890232657309617e-12,1.8854942377839374e-11,6.009665095959693e-13,5.301793145663276e-14,4.831305192697991e-08,6.958954620591242e-12
297,1.7557778815906817e-05,6.586183119526709e-05,0.0001788453648359189,0.0004889734849543314,0.00028519495888423586,0.0004655627237077247,3.2307793284631615e-05,0.27729140603834024,1.8734723766998255e-07,0.00010145831764341433,0.00018267429243633022,8.578694788843389e-09,3.146282168847173e-06,0.00018513715747158814,6.709655717533412e-05,0.0015952415309979555,0.00011283957137915076,0.0006282699181634461,1.4449011154632595e-05,0.00014476224326963596,7.544512704603428e-05,0.002559533448249675,0.0001541935669365872,9.767590229975207e-06,3.9711040988158005e-06,0.0002716749123037259,0.07807445971755075,0.015012312371306177,9.036413674186671e-07,1.0938738932890666e-06,4.605850213100762e-08,0.39352264447191376,0.018238782168570954,0.0006527990220843621,0.0001022071067092809,7.721206876663994e-05,0.005721600515277038,1.0055575842103056e-07,4.247766091292009e-05,5.987068934969236e-05,2.7227949526227123e-07,0.000896021578201672,0.028929998747737915,3.9809599907841486e-05,0.031602731452889755,0.0021045673269648327,3.0476378279042558e-05,1.2913089302252557e-06,3.6290411762604414e-09,0.008227221236290149,1.9532824831670764e-05,0.0007688091694067143,5.322504009248618e-06,1.1333710978834918e-07,1.671127668508398e-05,5.451145396586933e-05,2.825331477002453e-06,0.02631309084753023,0.0031720663454300716,5.744072884185648e-05,0.0021002841663440145,7.682646062116854e-05,0.01665603465622371,8.187075416985252e-05,3.819760983502641e-06,0.0019723171411084443,0.002863486704676702,5.918769013397263e-05,0.0020561602917522287,3.776695574063513e-07,3.522528239503779e-07,1.047608352872109e-05,0.0012736861636617968,0.012968317793643287,1.1121948018108032e-06,0.003228677383775745,1.374143210148139e-06,0.0009549203108855779,0.0001803783700056287,9.732156575722336e-05,3.8489514867021094e-07,0.0004451613624928919,8.950109898244637e-08,0.006215698158890962,0.0013143766414036027,7.301969638300081e-06,0.0009785743336921332,1.5851652163339052e-06,0.01679374792185057,1.7284326100501287e-05,3.751340830829527e-05,1.298850486266889e-05,0.030513890891214302,2.073699906624414e-07,2.1809261426008053e-05,6.677344467433263e-05,3.7111427255476833e-06,0.000254865177098793,4.2161156837424814e-05
299,6.075822421070464e-09,4.618231546283393e-09,7.498915794537519e-08,3.818284637108321e-07,6.2115995113652625e-09,9.278828209223338e-08,6.605122637068482e-08,1.1621192020097244e-11,2.807270197592357e-10,5.3309352787247e-09,1.1276090000144035e-13,9.059475687380416e-12,3.4664947419686542e-12,8.4931962015704e-12,5.117325218338071e-11,1.85327544926472e-07,2.5093511415710587e-10,5.32066511272857e-10,2.7468003900998604e-10,1.3061993632277586e-08,5.8414694935444836e-08,4.185086055767549e-07,1.6080499352684633e-10,3.3269235878258944e-06,7.926420997913998e-08,1.528657584541549e-05,2.565930947038678e-10,2.941234464699044e-07,3.765625447473247e-08,1.000433156992437e-07,8.235373010112063e-10,6.580283287273773e-07,1.642546519405395e-09,7.048138417643518e-10,1.2751820471673995e-07,3.126874593850926e-11,1.7374050335437967e-06,1.15060644143461e-05,0.0001348261193973915,0.9998264021103531,4.470964634418079e-07,8.28476315732576e-10,6.020103007439099e-09,6.5824609901633e-08,3.208491399375082e-11,1.5396626944160896e-09,2.771813035181628e-13,2.0721394961113512e-08,3.943828830552415e-12,1.9444678526262376e-11,3.985809712414675e-08,1.6045558642729568e-09,6.435667211020098e-11,2.6539329490168657e-14,4.798946785334195e-08,3.853666620536085e-11,1.3840752622425495e-13,1.422329393586541e-06,8.875242799235011e-09,2.7760814095304134e-08,3.7373799435193855e-08,7.142510178996577e-09,6.057779466279612e-08,3.3755710209986424e-10,4.26279096099081e-15,4.481976881595429e-09,5.2640966644563284e-11,9.083273412565288e-09,1.9958723052184074e-09,1.060586057131453e-11,5.940783255199746e-11,2.7508627426968637e-11,4.744522738787418e-08,5.451634170160827e-10,2.526009600864831e-14,5.915880287606114e-12,1.7169091822937802e-07,5.8896506821564234e-09,3.47038164381796e-11,2.886018211850232e-08,2.325233565749321e-13,8.962375554260679e-10,2.868237698701702e-09,2.889912651454058e-11,2.433092167198265e-07,8.829908317867744e-09,5.5316564120166624e-11,4.987562909326717e-07,9.228830988425526e-12,1.3891257761039933e-08,2.261035590873593e-09,5.197522990312025e-12,2.0972129022912662e-12,6.364390898145954e-15,3.188818827907267e-10,3.766318528859698e-10,1.0548687049554274e-06,4.315006095575387e-09,2.9049343500322348e-09
300,2.1742043554098515e-08,1.735531743150902e-10,2.8919229159451973e-07,2.7323425529002512e-09,1.1608641344369045e-08,7.198362337058153e-09,1.015311242526888e-08,3.6393804189725836e-10,1.1396172654283147e-12,1.322923805561127e-07,1.1630518709830507e-11,1.951985714864775e-09,1.5980344052240796e-10,1.0714743885561728e-10,3.351670899528898e-11,3.5068274753886053e-09,8.675098602320961e-12,2.080917123864319e-10,2.496437702134598e-09,2.025217329090064e-09,1.807091739365593e-05,2.3883102484607212e-08,3.9996054920574263e-07,0.99955383639344,0.0001450702518563185,4.845760563260873e-08,1.182863705331958e-09,6.041983591685647e-10,1.1999571440850287e-07,7.89795410828089e-08,2.1891362334092903e-08,1.2737609584055817e-08,3.371726968527066e-11,7.333930678767825e-09,4.6072021637774077e-10,1.663363580199339e-09,1.1353268665817034e-09,6.299053444691716e-08,6.91954138648384e-05,7.32929327462929e-08,6.5643453041258465e-12,4.895371351787755e-13,8.358734112664948e-11,5.118951449995187e-10,2.0367665277453901e-10,1.482515730405503e-12,1.1297973459657814e-10,1.756227765952573e-10,2.1235353871349332e-11,5.00586527535786e-10,6.956334778723533e-12,1.4981319251391875e-09,7.445072903636001e-10,2.5861415185991268e-12,4.826279083723996e-06,8.661923938575282e-09,5.918263448827161e-12,1.3931911567459809e-09,3.4826316038264814e-13,1.1220554591477957e-06,4.1283885726452395e-08,2.5089719077749395e-07,2.154375135921449e-08,1.1520792610682485e-13,1.1101040872755849e-11,6.632665248764559e-07,5.746897064095409e-10,9.758485980323348e-09,1.9983557987526252e-08,4.900114333969136e-11,0.00020444517873053014,7.002005582098363e-08,6.15143241458477e-08,2.7578157624042734e-08,5.469710477721217e-13,9.54343156320595e-12,5.1609886543054325e-09,5.369740675070102e-10,1.5534401076455614e-11,3.260463009988275e-07,5.036066327277769e-11,8.543859244730268e-10,1.3169088968198664e-13,3.193931778976995e-13,3.362083994965861e-10,2.7154077997273244e-09,3.166781352312883e-09,2.3086821074751127e-10,1.250285158995428e-10,1.6585507923239752e-10,1.2202142561800572e-09,1.3969183371235032e-11,1.2445706845982529e-09,8.421207611964558e-11,1.8592554884585156e-13,1.1097054381779935e-11,5.515837715824107e-07,1.0068045380948006e-09,1.794737558365519e-08
301,1.7670539874292223e-07,1.959216229325167e-06,0.0026395305573911555,0.0009836300793418427,3.548702311458933e-05,0.00013638801859562838,0.00037407447348710365,5.043875977188177e-06,8.564315774670305e-09,9.570777537905744e-05,2.599946818919223e-06,0.0002447192379835005,2.7559015479249127e-05,2.7316376665158027e-06,2.752512682760662e-06,4.246656269815416e-05,8.260038746705656e-09,2.4563837242365447e-06,0.00020837449527154954,5.967759112386502e-05,0.003109973184924329,0.0007258785047610253,0.3615008741454572,0.06300577210618864,0.3399857861708112,0.000288466762511722,1.4070092196635719e-06,3.423963744611527e-05,0.10371698879928384,0.01612102423169406,9.334435789531497e-05,0.00020630684058081804,2.5854135075182275e-07,0.00011064859956511152,6.634298077027097e-05,1.4423909220506126e-05,2.1673168025615368e-05,1.209907381332363e-07,0.043510273964580785,4.931320966598917e-06,3.061540222754487e-10,4.4037460145166606e-10,3.533363761370542e-07,5.886735933762246e-06,3.3263409846097932e-06,2.3642390646237652e-07,0.0012858732933156579,7.530372009625528e-08,0.0002840762518988498,0.00016059502684676692,6.348401717983669e-07,2.4442347283556127e-05,9.959719797977487e-06,2.56783448822483e-05,0.0039162193521649,0.003626071866308401,9.557247643333727e-07,4.388088647380271e-06,3.9533467722258e-09,5.632624388990607e-07,0.0014596730545415205,0.009435747971696887,0.0011494680799795693,2.0809896425444964e-07,1.8061218936977575e-08,0.000414797430263048,7.593522077637776e-06,0.0010829845259666205,0.023310282003925105,1.0117921005215428e-07,0.001698180604250201,1.1324025712286623e-05,1.2310176612059935e-05,0.0002927069580976911,4.795083404597566e-10,3.905800187238613e-06,0.0001221480447569801,3.0747682147793735e-06,1.3613514086394728e-08,0.004702607878786217,2.780562941256618e-05,0.0001960233308714339,3.243927587763972e-10,5.745374428494704e-09,5.689516285539582e-07,1.72089734101985e-06,2.479332849150004e-05,1.742254603838905e-06,1.2899776595859557e-06,6.144246548208955e-07,1.1577838731394165e-05,1.0333011123882987e-06,0.008536059156229415,2.2280027472043473e-05,4.909875737280178e-08,1.4056428051072015e-08,0.0002203557186080663,7.623281720216628e-07,0.0005127292145484466
305,6.30481541494096e-05,2.64763030468559e-06,0.998772036729594,6.641707628677128e-07,3.043643882587789e-07,9.289346769117479e-05,7.472173454666333e-06,1.1189746396927196e-08,4.5287235604170444e-07,2.617523933022373e-07,2.7227089086556056e-09,5.050917469227167e-10,4.148293565103706e-09,1.234738852009763e-10,1.0449835368527747e-09,2.404769891152636e-06,8.159434582307816e-10,6.081647571587099e-08,6.505019598987947e-09,1.148064186667066e-05,1.1773211122218788e-07,2.1680462776630699e-07,1.83252246629062e-11,1.255902596930594e-07,9.065498787834512e-07,1.550695589365205e-05,1.5714484929555674e-08,2.129845521560992e-06,6.661726700530974e-09,8.322466946686431e-10,3.782166750085951e-08,1.006760250218161e-05,3.044370830397109e-07,3.2858381702272264e-07,1.9243513044985924e-07,6.223438788662558e-07,1.0154100370920646e-08,2.430780624199947e-06,3.5064891337451705e-05,0.000649504767872961,5.772708731775819e-05,1.5099091212611395e-08,9.377043150023659e-07,3.802697235898635e-07,1.759869682688675e-07,5.547309183397899e-07,2.7738095895045353e-12,3.491153482034972e-08,3.002777881391724e-11,5.196307918617319e-10,4.426572044931689e-07,3.8987303867352455e-10,6.754601627223284e-10,3.1264543995441536e-12,9.032904257411079e-07,1.1295585377057534e-09,1.2608699008373785e-10,3.2018820558537017e-06,1.4744699684329142e-06,5.6762523206593755e-05,5.517128473516688e-06,1.5428091167856614e-07,2.920998041760659e-08,1.090168878834676e-08,3.602863577205762e-11,1.3701311554564506e-05,1.0768954630979759e-07,2.45379315939589e-07,1.5514296110372107e-05,1.645269726034316e-07,9.688696054207972e-07,2.6330857652505515e-08,3.6310080289004214e-06,1.3556150365273749e-06,2.4287193552277945e-13,7.204379593983512e-09,0.00013528760762006092,7.440763979745459e-08,1.370068207864242e-09,1.067867268119624e-07,7.668163945262644e-11,1.144672365894787e-05,6.22679448229924e-07,6.028718450524354e-11,1.9196947050504706e-06,6.266668699161487e-07,1.5985956647985008e-07,6.179275182497719e-06,2.8186455818230225e-11,1.0966654479269875e-06,5.683367002164988e-06,5.59740977885676e-10,3.138742986920228e-09,1.996315152159588e-13,2.024430186064884e-08,3.792996035452879e-08,1.0608615996278812e-06,2.1658500119632884e-08,2.579381827400017e-07
308,8.243547605329763e-08,2.7502327078309105e-07,6.669191861098449e-11,4.01203768064456e-07,6.270809243258931e-12,1.4114236021931889e-11,7.171454001429362e-11,7.873766052968203e-11,1.8297985807491517e-09,1.0811782545114677e-09,1.8257184413002215e-12,5.444980805872186e-12,2.5389025162342373e-07,1.0377478315513387e-10,7.909818131198451e-09,3.9861038962470807e-11,5.69574150528341e-10,3.956069007973645e-09,3.967847519419719e-11,2.0508361155397353e-08,9.361903365171424e-08,1.311870049435402e-12,6.275769734882484e-13,1.885918185059244e-14,8.896952893530709e-11,1.3394453883100694e-12,1.671934487510352e-07,3.707747988927561e-11,5.3886992601953204e-14,1.342500173477538e-15,1.9374289668139843e-15,1.0739582961746896e-12,8.438510990814477e-11,7.85011463699647e-11,2.3178513482994998e-11,6.562957311349395e-12,1.0199666248373725e-09,7.451702394578905e-13,7.54360464538208e-09,5.225124399805704e-12,7.696663951537429e-13,0.9999900455014087,2.6195741653085616e-11,3.7400886895057246e-10,1.72625703392849e-12,2.1606550080382628e-10,2.396318293926107e-12,1.7217934833149597e-07,7.360136952868048e-06,1.6364050740397488e-10,1.89405303224443e-07,8.732839418989845e-11,8.36587715258032e-13,1.1461152300937935e-08,2.5402839991397895e-09,1.0405191914688031e-10,5.409301242766446e-12,3.3731991160290894e-12,1.1190027723700283e-09,3.7145229342423236e-08,3.9680657359580786e-11,6.671154757305027e-12,1.4190300059385712e-11,1.5926743770785332e-09,1.8092862481344434e-14,4.030979495805204e-10,1.545665011433875e-13,2.831349081987689e-15,8.737998296733629e-12,2.216385398749982e-11,1.2019354310914845e-14,2.93435452228731e-13,3.548523641997307e-12,1.1005671842278118e-13,1.1611131794476697e-12,2.073320784461634e-10,4.445168545655295e-10,4.23884666697239e-11,5.147315867697775e-11,6.958543220748399e-09,2.971319780428739e-12,3.116883844296189e-16,6.931004180556455e-12,3.106783450212708e-09,2.7001957962071223e-09,6.88421403983871e-07,1.0825775044202353e-10,1.4268365977501518e-09,1.5992291298005798e-14,3.6649668615770973e-10,2.377109218163218e-11,1.017658264257903e-07,1.7042741576504774e-15,6.982938008062598e-14,2.479097501157183e-08,4.718444377682501e-10,1.6311480538431803e-12,1.4905286941822583e-08,1.3088638510922663e-08
312,1.5956930838602365e-11,1.5667011180634304e-13,8.176205760330907e-09,2.289598709964757e-12,2.0694743287639233e-11,8.817031683467263e-12,9.88914352958683e-12,5.385793776932459e-14,6.668870931229152e-16,5.287608033711751e-11,2.556888308797701e-12,3.58589433982881e-13,9.405723382697662e-15,4.096665070482315e-14,1.9687079476667268e-13,5.211447302671511e-14,5.832356925889953e-14,3.1126680470869223e-13,2.896359610142215e-10,1.068910760315983e-12,2.9548333566760295e-12,1.6172288754337633e-12,2.5876712638708955e-11,4.975141115181552e-10,1.8304090835676375e-10,4.876146936987437e-13,4.115195137234232e-11,1.0075006518883497e-08,4.033160793151497e-12,2.008494273427329e-12,2.5138742680382518e-11,2.253919593767245e-11,9.615456842287785e-14,4.494241570111341e-12,4.268605709741059e-08,1.6582632028892377e-12,1.7109271446271617e-12,5.045436385638315e-17,2.285717199795947e-11,1.4497025692840022e-13,4.479923685300495e-13,6.187638200201926e-16,6.012846465901401e-09,7.537460385786561e-13,9.852534461984211e-11,2.8012255325100143e-14,1.6465622474909134e-14,1.387246674027159e-12,3.05588918153269e-11,2.383739069811059e-10,4.6095523876519514e-11,2.9716233297614815e-12,2.195109837445702e-15,2.7443928478493936e-13,7.703782577208175e-07,2.383640572841139e-10,2.6666849730572336e-13,4.987934872568266e-13,1.1162222348440799e-11,6.564779040125873e-11,7.788734449142951e-12,0.9999945081433025,8.211968837792923e-12,8.163088804333477e-13,1.452390170429829e-13,1.7462876062937293e-13,1.5953787665655855e-10,2.5265250314430254e-10,3.3427080339046287e-06,3.163321606936528e-07,3.5335223676950213e-10,1.2835256053297847e-11,7.69556872127283e-11,1.913635543725242e-08,4.497597080308114e-16,4.230355490792378e-12,1.0636295202021236e-07,8.708247573328086e-13,3.847205789768698e-14,8.502155061858699e-13,2.798521984249646e-13,1.8330680826672023e-10,4.789292138315781e-14,3.703832184718606e-12,1.0221512241791238e-12,7.144693206491062e-12,5.513650475275926e-11,3.193688362398488e-14,2.499814383292503e-13,6.878847702097302e-13,6.110036800482503e-08,2.897845363367174e-14,2.677223221853714e-12,1.728296247525935e-14,5.0710333406215665e-15,2.0004550822268369e-13,8.057708784630176e-07,7.966317675965713e-13,6.053814453654565e-12
313,1.672017978760317e-08,1.0930854214541123e-12,2.3191530159970054e-09,2.169964520836798e-06,1.0278599582065515e-10,8.733751124004555e-10,9.913575433099599e-10,1.0920199500051075e-11,5.628430200729932e-15,1.1248765408980926e-07,2.4994462705267887e-13,4.1414615835825026e-09,5.839684304993431e-12,1.0220666695978422e-12,7.396541671425143e-12,1.2701541615133189e-11,6.49578383349843e-14,1.6517000088949152e-12,2.663921643505947e-07,2.574487290147118e-11,1.6226522852179446e-09,3.0298393988881917e-10,8.63098997460787e-08,5.1756277924195024e-08,0.9999943178891777,1.0482627274981152e-10,6.533720492540299e-11,1.668986008159871e-10,1.5903267729800865e-07,1.6413299550762634e-09,3.649596609184626e-10,1.0563937423782803e-11,3.629318835293756e-14,4.580596372684636e-09,5.7526833835919344e-11,1.2563274854620604e-09,1.3713130231041041e-14,2.7318431538291206e-10,1.6780814091839296e-08,8.671188206491333e-13,1.4100966328836745e-13,3.13390447948476e-15,7.55341635638823e-12,1.4181640879522034e-09,4.437577571773979e-11,1.9396710040952484e-15,6.475475760624615e-11,8.573170041962271e-13,1.0211015241959919e-10,9.320550743069425e-10,5.301166798891626e-15,1.599963065593714e-09,1.2175608379301602e-11,2.5060038905343223e-11,2.007634912788529e-09,3.7116115904386686e-08,2.6690102617739244e-10,9.073736264494414e-12,3.20114607956729e-15,3.1180987054930244e-08,7.61773881541771e-09,9.354921766200258e-08,1.1722780511089132e-09,2.1540163657464226e-13,1.2731283243919874e-14,3.636959353794976e-09,9.66136962238841e-12,6.007351684741828e-10,5.857891428268807e-09,2.512416044934932e-12,2.2513147170176097e-06,2.6803261826404046e-07,5.457444907272187e-10,3.2072282126059224e-10,4.929492428697775e-16,5.679908915624312e-10,1.0239574020065639e-08,1.5791476138639077e-11,8.065397111128415e-13,5.360963514273714e-09,6.202663493440328e-11,2.6335883719409267e-12,1.3137483426711515e-15,1.3321288742813408e-14,4.432763878872375e-14,1.1763617791650403e-11,1.0939720754527231e-09,1.2410580539010836e-12,6.485409666246376e-12,6.076649517780145e-11,4.839994239640617e-08,1.3185475979898824e-11,1.7997038068958438e-09,5.498057246382115e-10,4.869188082797653e-16,1.0791285751065303e-13,2.4380448081682897e-11,8.395693385601758e-10,7.223974872153867e-09
316,7.973815521689721e-13,1.6084819731107899e-13,3.1795496692405795e-11,6.370309365882607e-11,4.313388235903095e-12,2.250161155642649e-11,1.5348422466210322e-13,1.1266841043170787e-17,9.615977708659771e-17,2.4993915704700707e-11,1.8431975667059098e-10,7.948516677805129e-16,1.3124256695144165e-10,2.2497498634519238e-13,1.0671999536076732e-06,1.0976897276153277e-11,1.0611985209332553e-07,3.1339730150552553e-13,4.281812238643973e-10,1.7447297837376326e-10,3.597109467981885e-11,9.411370098072041e-07,1.458778149189196e-07,7.863260971638539e-12,1.1569598935668258e-09,1.1644654881446142e-07,1.3020333076442343e-08,3.5924299522254985e-07,1.5231787066210111e-12,2.5878878872098742e-15,5.759165326997011e-12,7.790163390964486e-09,1.5986192190590752e-10,1.3698701720444142e-12,2.270675826196802e-11,7.056372362682572e-10,1.9432436074722455e-10,1.7764460725517213e-16,3.768300957100449e-13,4.529375187749216e-12,1.0876610789313428e-09,4.598077464171296e-09,3.617381906064834e-11,1.437627713199036e-08,5.528665057200856e-09,1.844110373179851e-15,1.180718583963286e-10,1.4135831756800782e-15,8.116216372413673e-17,3.125878945150354e-10,9.219437008485257e-11,3.3433996570592104e-08,2.0547985679964363e-16,1.593064138279931e-14,2.283893674470544e-12,9.486123736615457e-13,3.2326911381511513e-09,1.514096240821844e-11,1.8758329041123598e-14,3.9437133898640744e-13,5.3462344314963725e-12,5.364824551460635e-11,5.9208029229244626e-08,3.370345669686448e-10,7.66468233765598e-12,5.3052223027281545e-11,1.0183881921059617e-10,9.401982771443717e-14,7.925749910669052e-11,8.247563503428427e-15,9.644567208560868e-14,1.368441431170037e-11,2.0207452916726506e-08,3.4239459983612674e-10,2.6175191681656013e-11,3.728949238281505e-11,1.5114050714296215e-14,1.3093423515980988e-05,4.4181518562315753e-10,1.0897116865005348e-13,4.298877010957821e-14,4.263475520678664e-14,4.3296796136330773e-16,2.162026462076213e-09,9.023992524026088e-13,3.3887046226857e-13,3.9354010472647086e-11,2.0526052981756593e-13,1.3456897391438975e-08,1.2207555123896467e-13,1.1553554162541073e-12,7.2630457862293924e-09,8.077979529219059e-15,3.3399157001197406e-12,1.8202072722162695e-12,3.452553943506801e-10,5.920740483795123e-09,0.9999839732370492,1.8421994881392272e-10
